Station Name,Latitude,Longitude
CoK Public - Chown Memorial Garage,44.231426041,-76.486781293
CoK Public - Artillery Park Aquatic Center,44.234034,-76.484431
CoK Public - Memorial Centre Arena,44.23893,-76.500495
CoK Public - Community Services Facility,44.241308,-76.488984
CoK Public - Belle Park,44.251244,-76.484907
CoK Public - Woodbine Park,44.259067,-76.603076
CoK Public - Planning and Building Department,44.25973,-76.508596
CoK Public - Rideau Heights Community Center & Library,44.265464,-76.483097
CoK Public - John Machin Sports Field,44.272392,-76.434791
CoK Public - Invista Centre (Level 2),44.274971,-76.567766
CoK Public - Cat-Kin Community Centre,44.279769,-76.55037
Peterborough - Lansdowne Mall,44.283849,-78.331762
Peterborough - Memorial Arena,44.28878,-78.317206
CoK Public - Grass Creek Park,44.29641,-76.314501
Peterborough - King St Parking Garage,44.302258,-78.320871
Peterborough - Riverview Park and Zoo,44.343852,-78.309012
Peterborough - Norwood Foodland,44.382074,-77.980334
Best Western Bridgewater,44.400417,-64.539273
Best Western Bridgewater,44.400417,-64.539273
Municipality of Digby,44.409238,-65.99696
Peterborough - Lakefield Public Lot,44.424099,-78.271489
Storage Zone,44.472609,-80.140592
Sobeys Digby,44.6156803,-65.7656538
FLO - Atlantic Superstore,44.638664,-63.56967
The Westin Nova Scotian,44.640425,-63.56858
Hôtel ALT Halifax,44.885895,-63.517239
267 Route NS 214,44.976249,-63.506448
Canadian Forces Base in Greenwood,44.977425,-64.920852
St-Hubert - Cornwall,45.0222160412767,-74.7464931779099
CKF,45.066091,-64.173236
Glooscap Ventures,45.067338,-64.22108
Fast Fuel Coldbrook,45.068139,-64.56513
SQI - Palais de Justice de Valleyfield,45.254337,-74.127225
Commercial Properties Limited - 400 Chesley Drive,45.264226,-66.07936
Commercial Properties Limited- 57 Union Street,45.274612,-66.064369
Saint John Parking Commission,45.276142,-66.06207
Commercial Properties Limited- 180 Crown,45.278764,-66.051152
SQI - Poste SQ de Magog,45.297228,-72.102367
SQI - Palais de justice de St-Jean-sur-Richelieu,45.308005,-73.255198
Benny & Co. - St-Jean-sur-Richelieu,45.310916,-73.264694
ECCC - 335 River Road,45.316214,-75.690681
Saint John Airport,45.329459,-65.88982
1055,45.33813,-73.26805
Centre écologique Fernand-Seguin (Héritage Saint-Bernard ),45.342035,-73.768032
Bayshore Shopping Centre,45.346532,-75.80862
Pharmacie Jean-Coutu #124 - Châteauguay,45.34776,-73.723068
Pharmacie Jean-Coutu #124 - Châteauguay,45.34776,-73.723068
Benny & Co. - St-Luc,45.350914,-73.293042
SÉPAQ - Plage Stukely,45.361877,-72.232347
3321 Chemin du Parc,45.361877,-72.232347
Benny & Co. - L'Ange-Gardien,45.36283,-72.934252
First Capital - BMO Ottawa,45.36349,-75.73362
Ville de Delson,45.375719,-73.541884
Como Pizzeria (Delson) inc.,45.382993,-73.54206
Benny & Co. - Pincourt,45.384877,-73.99231
Masstown Petro Canada,45.3935,-63.4952
Westboro Connection,45.395628,-75.749421
Westburne - Sherbrooke,45.396977,-71.964701
Sherbrooke,45.397874,-71.925222
Sherbrooke,45.400896,-71.898054
3050 Boul de Portland,45.401664,-71.951975
Clinique Vaudreuil,45.402829,-74.037177
Benny & Co - La Prairie,45.407101,-73.462753
Le 1650,45.408092,-73.47216
Édifices Norbrooke,45.408343,-71.92331
CSSRS - Pavillon Le Ber,45.409535,-71.86909
Saint-Césaire - Hôtel de Ville,45.410034,-73.003931
Musée canadien de la nature,45.412459,-75.68985
Canderel-Constitution Square Tower II,45.418304,-75.703134
CSSRS - École Desjardins,45.418382,-71.8652
FLO - Cadillac Fairview - Rideau Center,45.426082,-75.690165
SQI - Centre de Détention de Gatineau,45.427281,-75.748917
IGA Chambly,45.430777,-73.30595
FLO - Hôtel Le Floral,45.434015,-71.867823
Benny & Co. - Sherbrooke,45.434911,-71.868825
Benny & Co. - Dix30,45.439053,-73.442875
Volkswagen Brossard,45.439651,-73.474106
Galeries de Hull,45.441495,-75.731767
Benny & Co. - Chambly,45.453666,-73.302287
Faubourg Carignan 1,45.458702,-73.312777
Faubourg Carignan 2,45.459356,-73.310064
FLO - Cadillac Fairview - Fairview Pointe Claire,45.462572,-73.830565
SQI - 1035 rue Galt,45.4629235,-73.5779802
FLO - IGA Louise Ménard,45.468299,-73.53985
Mail Champlain,45.471671,-73.47248
"201, Ash",45.47629,-73.552435
Côte Saint-Luc - Hôtel de Ville & Bibliothèque Publique Eleanor London,45.47792087,-73.66300102
BDR St-Lambert,45.480131,-73.502005
Morguard - Place Innovation Coop 2,45.481122,-73.75982
FLO - Terracap Management Inc.,45.482406,-73.465404
Cegep Gérald - Godin,45.483139,-73.86975
Morguard - Place Innovation Coop,45.484169,-73.760642
East Angus,45.484217,-71.659208
Alexis Nihon,45.488728,-73.58551
Complexe Santé 819,45.491416,-75.687423
Arena Robert Fournier,45.492644,-71.651976
P-3744 Jean-Brillant,45.495237,-73.621813
IG Great West Life and London Life,45.496181771029,-73.5718074920654
L Avenue,45.496458,-73.570604
BentallGreenOak - 1250 boul. René-Lévesque O.,45.49756,-73.571169
Groupe Petra - 1100 bld. René-Lévesque O.,45.49807,-73.570328
Hôpital Charles-Lemoyne,45.498456,-73.48808
Place Bonaventure,45.498651,-73.5658
5255 Avenue Louis-Colin,45.500204,-73.617351
Indigo Park - Complexe de la Gare Centrale,45.500357,-73.566862
Place Ville-Marie,45.501046,-73.569555
Immobilier Manuvie - 1001 Maisonneuve,45.501469,-73.574388
Maison Manuvie,45.501544,-73.572989
Place Montréal Trust,45.502156,-73.572229
Édifice Jacques-Parizeau,45.50253,-73.561352
Université McGill - Redéveloppement,45.502857,-73.576811
Centre Eaton,45.503249,-73.57027
iA - Le 2020 Robert Bourassa,45.504215,-73.572466
FLO - Cadillac Fairview - Promenades St-Bruno,45.504393,-73.379501
Vieux-Port de Montréal,45.505148,-73.54962
STO - Centre d'Entretien et d'Exploitation,45.51286,-75.655874
SSQ - Tour SSQ,45.522742,-73.520682
CSP - Centre administratif Roberval,45.523376,-73.339185
Centre diocesain,45.523627,-73.495499
FLO - Marché Lambert - St-Bruno,45.524259,-73.340001
SQI - 201 Place Charles-Le Moyne,45.52623,-73.518571
Santé Canada,45.526245,-73.514144
1111 Rue Saint-Charles Ouest,45.526376,-73.519792
Benny & Co. - Ste-Dorothée,45.527709,-73.782017
FLO - QT Deux Inc.,45.527999,-73.303243
Centre Rockland,45.528118,-73.647587
Place Longueuil,45.528537,-73.516841
SQI - 1701 Parthenais,45.528878,-73.554269
Montréal - Marché Central - Stat. intérieur,45.5317565558421,-73.6496754070626
Montréal - Marché Central - 8989 boul L'Acadie,45.532492,-73.65256
SQI - Palais de justice de Montréal (Rue Bellechasse),45.532648,-73.600372
Montréal - Marché Central - 9187 boul L'Acadie,45.533598,-73.6552
CSP - Secondaire Mont-Bruno,45.533665,-73.34257
Montréal - Marché Central - 1025 rue Marché Central,45.534841,-73.65943
Complexe Place Crémazie,45.540921,-73.640621
4100 rue Molson,45.541007,-73.56325
4050 rue Molson,45.541189,-73.56252
T.A. - 4101 Molson (Publique),45.5418390795982,-73.5642780760575
2600 Rue William-Tremblay,45.542242,-73.56399
St-Hubert - Rockland,45.543602,-75.304256
Carrefour Santé Villeray,45.548482,-73.634042
Laval - Caserne 2,45.554723,-73.73651
Laval - Place Bell,45.556562,-73.72088
Alre (BMO St-Martin O),45.557733,-73.7483572
Carrefour Santé 440,45.558388,-73.793597
Campus Laval,45.558881,-73.720457
Centropolis,45.56014,-73.744648
SQI - Palais de justice de Laval,45.560604,-73.739755
2800 Viau,45.561626,-73.54706
Centre Laval,45.5626565185524,-73.7314525062036
Mail Montenach,45.562671,-73.21066
Centropolis,45.5637578778552,-73.7415245029716
FLO - Le Marché Public 440 Ltée,45.567448,-73.768002
FLO - Viridi Tour St-Eustache,45.568024,-73.912672
FLO - Jadco,45.568762,-73.78086
Porte et Fenêtres de l'est inc.,45.569568,-73.521838
Needs Stellarton,45.570224,-62.660077
FLO - Cadillac Fairview - Carrefour Laval,45.571457,-73.75047
SQI - Place Laval,45.579843,-73.703744
FLO - Lumicité Complexe Commercial,45.587949,-73.284225
St-Hubert - Hawkesbury,45.591358,-74.595918
Hôtel Rive-Gauche - Beloeil,45.591789,-73.191344
FLO - Beloeil - Sortie 112,45.5930065,-73.2077703
FLO - Cadillac Fairview - Galeries d’Anjou,45.600125,-73.565686
FLO - Clinique Vétérinaire Douville inc.,45.601875,-72.985118
Laval,45.604329,-73.652349
University St-Francis Xavier - Bloomfield Centre,45.616975,-61.993613
University St-Francis Xavier - J. Bruce Brown,45.617827,-61.991615
P-01 Campus St-Hyacinthe,45.619426,-72.964552
Rôtisserie Excellence,45.623627,-72.958958
Pétroles Bélisle- Brownsburg-Chatham,45.63144,-74.3935
Caisse Desjardins Saint-Hyacinthe,45.636346,-72.96633
Complexe Johnson,45.64132,-72.9686
Caisse Desjardins Thérèse-de-Blainville,45.644866,-73.83677
SQI - Établissement Rivières-des-Prairies,45.661628,-73.534762
Benny & Co. - Blainville,45.666695,-73.871299
Benny & Co. - Michèle-Bohec,45.680784,-73.914296
Esso rue Charles - Mirabel,45.69475,-73.93483
CSSDA - École Léopold-Gravel,45.698759,-73.637378
"1185, boulevard Moody",45.703451,-73.647686
CSSDA - École Armand-Corbeil,45.707806,-73.640389
SQI - Poste SQ de Mascouche,45.721538,-73.60777
CSSDA - École Henri-Bourassa / Soleil de l'Aube,45.730355,-73.461541
Camatec - rue Paul-Lussier,45.730754,-72.73041
Municipalité de Saint-Barnabé-Sud,45.731576,-72.925375
Place Pincourt,45.735852,-73.682209
Galeries Rive-Nord,45.741203,-73.459367
CSSDA - École primaire La Mennais,45.749867,-73.60447
Ville de St-Jérôme - rue Labelle,45.7746533508809,-74.0038779877663
CSSDA - École Valmont-sur-Parc,45.776633,-73.438778
SQI - Palais de Justice St-Jérôme,45.779194,-74.008444
L'Assomption - Complexe municipal,45.810981,-73.431182
Benny & Co - Ste-Sophie,45.81658,-73.904717
CSSDA - École Primaire l'Assomption,45.840473,-73.422027
Cascades Papier Kingsey Falls,45.859177,-72.073777
Boralex - Centre récréatif Norman-Boisvert,45.863366,-72.06908
CÉGEP de Drummondville,45.8734800621537,-72.5048208049982
Drummondville - Bibliothèque municipale,45.88114,-72.487096
Esso Dépanneur St-Esprit,45.90613,-73.663943
Saint-Hippolyte - Pavillon des Loisirs,45.924339,-74.02042
St-Hubert Express - Fredericton,45.930018,-66.66443
Saint-Hippolyte - Hôtel de ville,45.930699,-74.025824
Caisse Desjardins Nouvelle-Acadie - CS Sainte-Marie,45.931794,-73.496028
Groupe Harnois - Ste-Adèle,45.943798,-74.12613
Groupe Harnois - Ste-Adèle,45.943798,-74.12613
Caisse Desjardins Nouvelle-Acadie,45.948915,-73.57322
Centre de services municipaux,46.00484,-72.837617
Ville de Joliette - 614 rue Manseau,46.023474,-73.442641
Ville de Joliette - Place Bourget,46.024253,-73.440031
Château Joliette,46.02502,-73.433828
Ville de Joliette - 415 rue Saint-Viateur,46.025573,-73.439878
SQI - Palais de justice de Joliette (Visiteur),46.026192,-73.442
SQI - Poste SQ Ste-Agathe-des-Monts,46.041452,-74.2695
SQI - Palais de Justice de Victoriaville,46.042387,-71.921504
Victoriaville - Vélogare,46.056794,-71.958862
Victoriaville - Stationnement Évasion,46.05773,-71.949648
Esso Le magasin Notre-Dame-des-Prairies,46.063142,-73.41978
Nation Waban-Aki - Odanak,46.071252,-72.821302
FLO - Cadillac Fairview - Champlain Place,46.096721,-64.759223
Lynnwood Inn Baddeck,46.099522,-60.753869
Hôpital de St-Georges,46.110251,-70.68528
St-Hubert 096 - Moncton,46.114583,-64.822836
Vallée Automobile inc,46.115523,-70.660955
Esso St-Faustin,46.122388,-74.45312
Esso St-Faustin,46.122388,-74.45312
Stationnement S-4 (Pavillon Garaga),46.126954,-70.669175
CS Beauce-Etchemin - SBDRM-00081,46.12791,-70.663757
Carrefour Saint-Georges,46.133566,-70.697129
Sobeys North Sydney,46.214553,-60.266302
ENPQ - Complexe de tir,46.228924,-72.61813
SQI - Palais de justice de Saint-Joseph-de-Beauce,46.309187,-70.87969
Suites Laviolette,46.313161,-72.574032
Ameublement Tanguay - Trois-Rivières,46.3194444,-72.5855
Nation Waban-Aki - Wolinak,46.328435,-72.422439
Pneus Ratté Trois-Rivières,46.336719,-72.57842
Trois-Rivières rue Badeaux,46.341417,-72.542207
Station Roulez Électrique,46.343181,-72.545318
SQI - 100 Rue Laviolette (Capitanal),46.343972,-72.538499
Salon de Jeux Trois-Rivières,46.345814,-72.562083
Parc Micro Sciences,46.352875,-72.539025
Centre Commercial Citadin,46.353787,-72.617491
Cégep Trois-Rivières - Stationnement Papineau,46.355034,-72.57017
Centre Les Rivières,46.35624,-72.587685
SPIPB,46.364622,-72.39399
Aliments Breton,46.4963236425927,-71.1395378611197
SQI - Palais de Justice de Shawinigan,46.541926,-72.744945
533 Avenue de la Montagne,46.561736,-72.77434
La Plaza de la Mauricie,46.561878,-72.73948
CSDN - Centre National de conduite d'engins de cha,46.6757558066924,-71.1697288637543
ARQ - 3800 rue Marly,46.751967,-71.331799
Restaurant Chic alors!,46.761047,-71.364885
Carrefour La Pérade,46.762577,-71.318452
FLO - Monsieur Muffler - Hochelaga,46.763161,-71.302418
Pneus Ratté Ste-Foy,46.76408,-71.30078
Complexe Jules-Dallaire,46.767854,-71.28911
2700 boul. Laurier,46.770642,-71.2855
Place de la Cité,46.7711249935121,-71.2817236747646
Laurier Québec - entrée 6,46.771783,-71.284493
2450 Boulevard Laurier,46.772694,-71.280865
IKEA Quebec,46.7776,-71.3479
Pneus Ratté Lévis (Kennedy),46.7861841496279,-71.1625246650124
FLO - Monsieur Muffler - Lévis,46.788327,-71.165943
iA - 1134 Grande Allée Ouest,46.790572,-71.244316
Aéroport Jean-Lesage,46.791371,-71.381877
SQI - Complexe Scientifique Quebec,46.792106,-71.30873
SQI - Service aérien gouvernemental,46.795722,-71.377886
2800 rue Louis-Lumière,46.796688,-71.314842
SSQ Immobilier - La Cité Verte,46.79694,-71.25099
SQI - Édifice Catherine-De-Longpré,46.797992,-71.245931
SQI - 930 Chemin Ste-foy,46.799675,-71.243059
SQI - 880 Chemin Sainte-Foy,46.799968,-71.24224
Groupe Harnois - Esso Wilfrid-Hamel,46.802799,-71.331
Pneus Ratté Hamel,46.805819,-71.31757
Hôtel Château Laurier Québec,46.806663,-71.21517
SQI - 875 Grande-Allée Est,46.807522,-71.213036
SQI - La Capitale - 525 Boul René-Lévesque Est,46.807895,-71.219366
SQI - Stationnement Beaucours,46.811157,-71.207654
SQI - 965 Place d'Youville,46.811759,-71.213574
SQI - Place des Canotiers,46.815205,-71.20122
CISSSCA - Hôtel Dieu de Lévis,46.8158751781881,-71.1770632096482
SQI - 120 rue St-Paul,46.816656,-71.205115
Pneus Ratté Limoilou,46.820277,-71.22512
Simons - Galeries de la Capitale,46.831724,-71.298731
Transition Énergétique Québec - 1300 rue du Blizzard,46.8342206,-71.2951918
La vie sportive - Québec,46.835552,-71.27156
L'Atrium - Stationnement côté ouest (Publique),46.847184,-71.263225
Pneus Ratté Chalesbourg,46.859599,-71.263821
Promenades Beauport,46.860025,-71.217256
Carrefour Charlesbourg,46.865984,-71.270339
Trudel Alliance S.E.C - 2850 St-David,46.866514,-71.216048
Pneu Ratté 1,46.881899,-71.184919
Ste-Brigitte - Parc des Saphirs,46.982555,-71.211836
Esso - Proxi St-Jean-Port-Joli,47.194119,-70.239368
St-Hubert - Edmunston,47.373335,-68.301915
Auberge La Muse et Chez Bouquet Éco-bistro,47.44313,-70.50801
St-Hubert - Bathurst,47.6270323107589,-65.6831251607132
Place Bathurst Mall,47.639696,-65.677325
SQI - Cabano,47.68175,-68.888725
Centre commercial Rivière-du-Loup,47.825851,-69.54944
SQI - Palais de justice de Rivière-du-Loup,47.836557,-69.540058
SQI -  BCNQ Rouyn-Noranda,48.235907,-79.019314
La Saguenéenne Hôtel et Centre de Congrès,48.403962,-71.063751
620 Superior St.,48.418711,-123.366841
1401 Rockland Ave.,48.418821,-123.342121
City of Victoria - Broughton Street Parkade,48.42353,-123.364766
City of Colwood - City Hall,48.423179,-123.493994
City of Victoria - View Street Parkade,48.425103,-123.363773
Oak Bay Municipal Hall,48.425923,-123.317224
575 Yates St,48.426484,-123.36874
750 Johnson St,48.427262,-123.36296
City of Victoria - Centennial Square Parkade,48.429119,-123.365406
Esquimalt Municipal Hall and Library,48.429684,-123.414071
IGA Rimouski,48.435253,-68.52387
City of Langford - City Centre Park,48.443185,-123.521336
City of Colwood - Juan de Fuca Park and Ride,48.444594,-123.466757
Camosun College Lansdowne P2,48.447608,-123.322611
Cedar Hill Recreation Centre (Public),48.449714,-123.343123
FLO - Elements Casino,48.451184,-123.464878
Pearkes Recreation Centre (Public),48.454236,-123.398224
Cedar Hill Golf Course (Public),48.455485,-123.343069
Saanich Municipal Hall (Public),48.459819,-123.3764
Rimouski,48.461158,-68.515836
Rimouski,48.461158,-68.515836
Carrefour Rimouski,48.466587,-68.512326
Gordon Head Recreation Centre (Public),48.47827,-123.32976
4461 Interurban Rd,48.492419,-123.419215
Highlands Community Hall,48.4951676852115,-123.513548628311
Saanich Commonwealth Place (Public),48.501537,-123.388674
Géoparc solidarité,48.521225,-64.21652
Ville d'Amos - Maison du tourisme,48.560741,-78.107183
Mt Newton Cross Rd,48.595432,-123.420579
Gaspé,48.823193,-64.46912
Boundary Bay Regional Park,49.014813,-123.041944
Surrey - Ocean Park Library,49.032633,-122.866414
Osoyoos - Gyro Park,49.032921,-119.462492
Tsawwassen Mills,49.037311,-123.0882
South Surrey Recreation Centre,49.040341,-122.8178
Tsawwassen Walmart (1181),49.042144,-123.0813
Abbotsford Arts Center Public Charging Stations,49.0444648,-122.2985601
FortisBC - Christina Lake Welcome Centre,49.044584,-118.207023
Yale Secondary,49.048444,-122.263972
Abbotsford - City Hall,49.052739,-122.329603
Robert Bateman Secondary,49.068528,-122.2525
Neubergthal Commons,49.075666,-97.482217
2045 Washington Street,49.077524,-117.8004
Yarrow Ecovillage,49.081564,-122.053447
FortisBC - Greenwood Museum & Visitor Centre,49.090364,-118.676761
Town of Creston - Cook Street Parking Lot,49.094842,-116.5114
FortisBC - Creston Cook St. Parking Lot,49.094947,-116.511631
Village of Fruitvale - Memorial Hall,49.116356,-117.540999
Surrey Operations Centre - Visitors Parking,49.123635,-122.812769
Minato Village,49.133513,-123.1824
Fraser Valley Regional District - Chilliwack,49.166259,-121.953089
Chilliwack General Hospital,49.166815,-121.9635
Applewood Nissan Richmond,49.170754,-123.077784
Nanaimo Regional General Hospital,49.184272,-123.969497
BCIT - Aerospace Campus,49.186426,-123.143954
Ivanhoe Cambridge - Guildford Town Centre,49.189299,-122.805231
JJ Bean Big Bend,49.193284,-122.97474
Douglas college - New Westminster,49.203395,-122.912
City of New Westminster - Curbside 537 Carnarvon St,49.20434,-122.908644
Country Club Centre,49.205775,-124.004606
489 Interurban Way,49.209422,-123.1165
Mayfair Place-7368 Sandborne Avenue,49.210411,-122.9612
Sovereign Manor Visitor,49.217687,-122.9845
City of New Westminster - Curbside 812 Colborne St,49.221534,-122.914329
Metrotown West Parkade,49.2267346,-123.0010337
Jewel I,49.227617,-123.011022
Oakridge Centre,49.232464,-123.117467
Port Alberni - Harbour Quay,49.234651,-124.81381
Hillcrest Community Centre,49.2436353,-123.1066675
Deer Lake Centre - Burnaby,49.245662,-122.972877
Port Alberni - Victoria Quay,49.256414,-124.812663
Pacific Spirit Park,49.258894,-123.22239
Vancouver General Hospital,49.260251,-123.124008
BC Lung Foundation,49.261779,-123.127031
Granville Island - Old Bridge St Indoor Lot,49.270773,-123.13396
City of Vancouver - Arbutus St.,49.273814,-123.152662
Strata - The Bentley - BCS1399,49.27728,-123.120634
Best Western Plus Chateau Granville,49.2777147190703,-123.124657461882
Altaire - UniverCity,49.280079,-122.906108
FLO - Cadillac Fairview - Pacific Centre HSBC,49.283763,-123.1197
EasyPark - Lot 31 - 160 Water St,49.283939,-123.107593
701 W Georgia St,49.283974,-123.11755
FLO - Cadillac Fairview - Pacific Centre Pender Place,49.284901,-123.1154
EasyPark - Lot 1 - 535 Hornby St,49.285609,-123.117458
FLO - Cadillac Fairview - Granville Square,49.286445,-123.112369
EasyPark - Lot 19 - 900 West Cordova St,49.287192,-123.115319
Cadillac Fairview – Waterfront Centre,49.287567,-123.114939
City of Castlegar - Visitor Information Centre,49.296199,-117.651827
FortisBC - Castlegar Chamber of Commerce and Visitor Centre,49.296199,-117.651827
MEC - North Vancouver,49.3077784,-123.0406011
City of Parksville - Public Library,49.3176831070245,-124.311794874834
City of North Vancouver City Hall,49.320829,-123.074754
City of Parksville - Community Park,49.322474,-124.310308
Pemberton Plaza,49.32429,-123.108237
West Vancouver Community Centre,49.33123,-123.169322
West Vancouver Municipal Hall,49.331298,-123.1595
Municipal Hall East Lot,49.335888,-123.077518
NVRC - Delbrook,49.33614,-123.092582
Capilano River Regional Park - Cleveland Dam,49.359207,-123.106685
Gleneagles Community Centre,49.363653,-123.278108
Hope and District Recreation Centre,49.379176,-121.432014
Town of Raymond,49.465849,-112.669002
Okanagan College - Penticton Campus,49.486946,-119.603652
City of Nelson - Hall Street/Lakeside Drive,49.49743,-117.293833
KNGB (Ktunaxa Nation Government Building),49.5145,-115.76479
Aq'am - 7470 Mission Road,49.583658,-115.754792
Burton Community Association,49.98971,-117.87616
District of Summerland - Municipal Hall,49.601902,-119.681587
Kimberley City Hall Parking Lot,49.684956,-115.981733
Visitor Centre parking lot,49.6856931,-115.985188055556
District of Sparwood - Tourist Information Centre,49.730848,-114.885155
Gouvernement regionnal d'Eeyou Istchee Baie- James,49.757737,-77.621585
Village of Slocan Wellness Centre,49.765653,-117.469468
Hwy 95 Wasa Rest Area,49.821862,-115.759072
Powell River - City Hall,49.835459,-124.524283
Powell River - Public Library,49.846139,-124.521556
Powell River - Recreation Complex,49.851948,-124.523597
Boston Bar - Canyon Lanes Bowling,49.860008,-121.44014
Okanagan College - HSC Building - Parking Lot 6,49.862911,-119.477676
FLO - Cadillac Fairview - Polo Park,49.88358,-97.197216
Village of Kaslo,49.912356,-116.903831
1-5540 Airport Way,49.950502,-119.384625
Medicine Hat College - Cultural Centre,50.014339,-110.684147
Elkford Community Conference Centre/Visitors Information,50.02432,-114.92278
Discovery Harbour Centre,50.033996,-125.247946
Hollyhock,50.034346,-124.977623
Village of Canal Flats Municipal Office,50.159378,-115.80772
Okanagan College - Vernon Campus,50.235224,-119.282323
92 6 Ave NW,50.239947,-117.805571
Lumby - Municipal Office,50.250587,-118.9618
ARC Armstrong Gas Bar,50.448789,-119.193737
Radium Hot Springs Centre,50.6184,-116.072985
900 McGill Road,50.667873,-120.364186
Okanagan College - Salmon Arm Campus,50.704405,-119.255644
ARC Salmon Arm Gas Bar,50.706545,-119.249163
Hwy 95 Spillimacheen Rest Area,50.866895,-116.322652
FLO - Canadian Tire - Calgary,50.964145,-114.068608
City of Revelstoke - First Street Parking Lot,50.997602,-118.193576
P2P - Canmore,51.088611,-115.3595
Cenotaph,51.297911,-116.964431
Thompson Rivers University - Williams Lake,52.149962,-122.153308
FLO - Canadian Tire - Red Deer,52.278975,-113.814606
4105 50th ave,52.325535,-112.689035
Premium Outlet Collection EIA,53.303274,-113.555407
City of Edmonton - Millwood Public Library,53.456805,-113.427544
FLO - Canadian Tire - Sherwood Park,53.511586,-113.324818
Oasis Wellness Centre,53.599128,-113.601654
Simons - Londonderry,53.604111,-113.445444
Zoo de Granby - Stationnement,45.4202333,-72.7240667
Ville de Saint-Gabriel,46.290795,-73.380623
"1035, Wilfrid-Pelletier",46.768726,-71.303329
Hydro-Québec - Chicoutimi,48.398914,-71.116478
DCFC - Prescott,44.721559,-75.52285
Sur Rue - Musée du Granit,45.007796,-72.09709
DCFC - St-Hubert - Cornwall,45.022218,-74.746758
DCFC - Solacity - Kemptville,45.023078,-75.619535
BRCC - Ville de Stanstead,45.023259,-72.086202
Noyan - Stat. du Parc MacCallum,45.064303,-73.29843
St-Paul-de-l'île-aux-Noix - Blockhaus,45.069638,-73.34229
MRC Coaticook - East Hereford,45.07844,-71.50194
Lacolle - Hôtel de Ville,45.080798,-73.37346
Venise-en-Québec - Bureau d'accueil touristique,45.082844,-73.14918
Ville de Huntingdon,45.086507,-74.174371
MRC Coaticook - Barnston Ouest,45.100431,-71.975604
Caisse Desjardins du Haut-Saint-Laurent,45.121098,-73.989749
MRC Coaticook - St-Venant-de-Paquette,45.124878,-71.46181
Veg Pro International,45.125,-73.5147
St-Sébastien - Garage Municipal,45.1280827282394,-73.1474503893635
St-Valentin - Stat. Municipal (Public),45.129177,-73.32552
St-Paul-de-l'île-aux-Noix - Hôtel de Ville,45.130837,-73.27736
Dunham - Hôtel de ville,45.131284,-72.80005
BRCC - Ville de Coaticook,45.133125,-71.803409
Desjardins - Verts-Sommets de l'Estrie,45.13442,-71.80445
Henryville - Hôtel de Ville,45.13682,-73.19249
Henryville - CLSC,45.138743,-73.19235
Stationnement Carré Copp,45.139028,-72.252444
Coaticook - Parc de la Gorge,45.1453,-71.79749
Bureau d'accueil touristique - Ville de Coaticook,45.147142,-71.806976
Abbaye de Saint-Benoît-du-Lac,45.167612,-72.272
150 rue Tyler,45.168051,-72.038764
779 boul. Jean-Jacques-Bertrand,45.189518,-72.75244
St-Hubert - Cowansville,45.191137,-72.75558
MRC Coaticook - Saint-Malo,45.197645,-71.500718
Municipalité de Bolton-Est,45.20283,-72.356242
St-Anne-de-Sabrevois - Hôtel de Ville,45.205385,-73.22799
Cowansville - Parc centre ville,45.207871,-72.74473
St-Blaise-sur-Richelieu - Hôtel de Ville (Public),45.209897,-73.28821
BRCC - Aire de service  - Rivière-Beaudette,45.212512,-74.338789
Desjardins - CdS de Ville de Lac Brome,45.2144,-72.52679
St-Alexandre - Pavillon des Loisirs,45.240022,-73.12131
Compton - Hôtel de ville,45.241962,-71.82765
Ste-Catherine-de-Hatley,45.251264,-72.047423
Collège de Valleyfield,45.2532258183344,-74.1330042095206
Valleyfield - Hôtel de Ville,45.255475,-74.131591
Ville de Saint-Rémi,45.255652,-73.614556
Valleyfield - Terminus,45.257777,-74.126399
Ville de Magog - Aréna,45.2633407513707,-72.1302151812205
Municipalité de St-Isidore-de-Clifton,45.265006,-71.511787
Ville de Magog - Hôtel de Ville,45.265321,-72.146734
St-Étienne-de-Bolton - Hôtel de Ville,45.266112,-72.380916
St-Hubert - Valleyfield,45.2707372015651,-74.1314887898898
RONA (Groupe Anctil) - Materiaux Magog,45.275761,-72.125822
Waterville - Hôtel de Ville,45.277597,-71.890975
BRCC - Carrefour Santé Globale,45.2810748005634,-72.1854338773155
Bromont - 197 d'Adamsville,45.281177,-72.785885
Ville de Magog - LAMRAC,45.282332,-72.179285
Desjardins - Pommeraie,45.2827,-72.9792
BRCC - Ville de Farnham – Caserne de pompiers,45.287769,-72.99399
Centre sportif et culturel de Saint-Timothée,45.287791,-74.053127
Austin - Stationnement municipal route 112,45.29357,-72.258781
St-Hubert - Magog,45.2960254152066,-72.1637211656761
UdS - Centre de Collaboration MiQro Innovation,45.297966003418,-72.7262573242188
DCFC - Ottawa - Fallowfield Park and Ride,45.3001144,-75.7328226
Municipalité d'Eastman,45.300926,-72.31621
Saint-Polycarpe - Centre sportif Soulanges,45.300928,-74.30982
Saint-Polycarpe - Parc FX Prieur,45.30196,-74.30371
St-Hubert - Casselman,45.305306,-75.080258
St-Jean-sur-Richelieu - Centre Fernand-Charest,45.3059501873296,-73.2570946355819
DCFC - Casselman,45.306924,-75.083287
DCFC - Ottawa - Terry Fox Park’N Ride,45.308005,-75.909408
